Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Débiteurs pour prêts consentis non encore versés,Engagements donnés pour prêt consentis,0469,046,0,,Asset,MAD
Autres engagement donnés,Autres engagement donnés,0481,048,0,,Asset,MAD
Débiteurs pour autres engagements donnés,Autres engagement donnés,0489,048,0,,Asset,MAD
"Avals, cautions et garanties reçus","Avals, cautions et garanties reçus",0511,051,0,,Asset,MAD
"Créditeurs pour avals, cautions et garanties reçus","Avals, cautions et garanties reçus",0519,051,0,,Asset,MAD
Biens détenus en garantie par l’entreprise,Biens détenus en garantie par l’entreprise,0551,055,0,,Asset,MAD
Créditeurs pour biens détenus en garantie par l’entreprise,Biens détenus en garantie par l’entreprise,0559,055,0,,Asset,MAD
Emprunts non encore encaissés,Engagement reçus sur dettes de financement,0561,056,0,,Asset,MAD
Créditeurs pour engagements non encore encaissés,Engagement reçus sur dettes de financement,0569,056,0,,Asset,MAD
Montant non utilisé des découverts autorisés,Engagement reçus sur trésorerie,0571,057,0,,Asset,MAD
Plafond d’escompte non utilisé,Engagement reçus sur trésorerie,0572,057,0,,Asset,MAD
Créditeurs par engagements reçus sur trésorerie,Engagement reçus sur trésorerie,0579,057,0,,Asset,MAD
Autres engagements reçus,Autres engagements reçus,0581,058,0,,Asset,MAD
Créditeurs pour autres engagements reçus,Autres engagements reçus,0589,058,0,,Asset,MAD
Redevances de crédit-bail restant à courir,Engagements de crédit-bail restant à courir,0611,061,0,,Asset,MAD
Débiteurs pour redevances de crédit-bail restant à courir,Engagements de crédit-bail restant à courir,0619,061,0,,Asset,MAD
Engagements reçus pour utilisation en crédit-bail,Engagements reçus pour utilisation en crédit-bail,0651,065,0,,Asset,MAD
Créditeurs pour engagements reçus pour utilisation en crédit-bail,Engagements reçus pour utilisation en crédit-bail,0659,065,0,,Asset,MAD
Autres comptes spéciaux,Autres comptes spéciaux,0811,081,0,,Asset,MAD
Contrepartie des autres comptes spéciaux,Autres comptes spéciaux,0819,081,0,,Asset,MAD
Capital social,Capital social ou personnel,1111,111,0,Equity,Equity,MAD
Fonds de dotation,Capital social ou personnel,1112,111,0,,Equity,MAD
Capital personnel,Capital social ou personnel,1117,111,1,,Equity,MAD
"Actionnaires, capital souscrit-non appelé",Capital social ou personnel,1119,111,0,,Equity,MAD
Primes d'émission,"Primes d'émission, de fusion et d'apport",1121,112,0,,Equity,MAD
Primes de fusion,"Primes d'émission, de fusion et d'apport",1122,112,0,,Equity,MAD
Primes d'apport,"Primes d'émission, de fusion et d'apport",1123,112,0,,Equity,MAD
Ecarts de réévaluation,Ecarts de réévaluation,1130,113,0,,Equity,MAD
Réserve légale,Réserve légale,1140,114,0,,Equity,MAD
Réserves statutaires ou contractuelles,Autres réserves,1151,115,0,,Equity,MAD
Réserves facultatives,Autres réserves,1152,115,0,,Equity,MAD
Réserves réglementées,Autres réserves,1155,115,0,,Equity,MAD
Report à nouveau (solde créditeur),Report à nouveau,1161,116,0,Equity,Equity,MAD
Report à nouveau (solde débiteur),Report à nouveau,1169,116,0,,Equity,MAD
Résultats nets en instance d'affectation (solde créditeur),Résultats nets en instance d'affectation,1181,118,0,,Equity,MAD
Résultats nets en instance d'affectation (solde débiteur),Résultats nets en instance d'affectation,1189,118,0,,Equity,MAD
Résultat net de l'exercice (solde créditeur),Résultat net de l'exercice,1191,119,0,Equity,Equity,MAD
Résultat net de l'exercice (solde débiteur),Résultat net de l'exercice,1199,119,0,,Equity,MAD
Subventions d'investissement reçues,Subventions d'investissement,1311,131,0,,Equity,MAD
Subventions d'investissement inscrites au CPC,Subventions d'investissement,1319,131,0,,Equity,MAD
Provisions pour amortissements dérogatoires,Provisions réglementées,1351,135,0,,Equity,MAD
Provisions pour plus-values en instance d'imposition,Provisions réglementées,1352,135,0,,Equity,MAD
Provisions pour investissements,Provisions réglementées,1354,135,0,,Equity,MAD
Provisions pour reconstitution des gisements,Provisions réglementées,1355,135,0,,Equity,MAD
Provisions pour acquisition et construction de logements,Provisions réglementées,1356,135,0,,Equity,MAD
Autres provisions réglementées,Provisions réglementées,1358,135,0,,Equity,MAD
Emprunts obligataires,Emprunts obligataires,1410,141,0,,Liability,MAD
Emprunts auprès des établissements de crédit,Autres dettes de financement,1481,148,0,,Liability,MAD
Avances de l'Etat,Autres dettes de financement,1482,148,0,,Liability,MAD
Dettes rattachées à des participations,Autres dettes de financement,1483,148,0,,Liability,MAD
Billets de fonds,Autres dettes de financement,1484,148,0,,Liability,MAD
Avances reçues et comptes courants bloqués,Autres dettes de financement,1485,148,0,,Liability,MAD
Fournisseurs d'immobilisation,Autres dettes de financement,1486,148,0,,Liability,MAD
Dépôts et cautionnements reçues,Autres dettes de financement,1487,148,0,,Liability,MAD
Dettes de financement diverses,Autres dettes de financement,1488,148,0,,Liability,MAD
Provisions pour litiges,Provisions pour risques,1511,151,0,,Liability,MAD
Provisions pour garanties données aux clients,Provisions pour risques,1512,151,0,,Liability,MAD
Provisions pour propre assureur,Provisions pour risques,1513,151,0,,Liability,MAD
Provision pour pertes sur marchés à terme,Provisions pour risques,1514,151,0,,Liability,MAD
"Provisions pour amendes, double droits, pénalités",Provisions pour risques,1515,151,0,,Liability,MAD
Provisions pour pertes de change,Provisions pour risques,1516,151,0,,Liability,MAD
Autres provisions pour risques,Provisions pour risques,1518,151,0,,Liability,MAD
Provisions pour impôts,Provisions pour charges,1551,155,0,,Liability,MAD
Provisions pour pensions de retraite et obligations similaires,Provisions pour charges,1552,155,0,,Liability,MAD
Provisions pour charges à répartir sur plusieurs exercices,Provisions pour charges,1555,155,0,,Liability,MAD
Autres provisions pour charges,Provisions pour charges,1558,155,0,,Liability,MAD
Comptes de liaison du siège,Comptes de liaison des établissements et succursales,1601,160,0,,Equity,MAD
Comptes de liaison des établissements,Comptes de liaison des établissements et succursales,1605,160,0,,Equity,MAD
Augmentation des créances immobilisées,Augmentation des créances immobilisées,1710,171,0,,Equity,MAD
Diminution des dettes de financement,Diminution des dettes de financement,1720,172,0,,Equity,MAD
Frais de constitution,Frais préliminaires,2111,211,0,Fixed Asset,Asset,MAD
Frais préalables au démarrage,Frais préliminaires,2112,211,0,,Asset,MAD
Frais d'augmentation du capital,Frais préliminaires,2113,211,0,,Asset,MAD
"Frais sur opérations de fusions, scissions et transformations",Frais préliminaires,2114,211,0,,Asset,MAD
Frais de prospection,Frais préliminaires,2116,211,0,,Asset,MAD
Frais de publicité,Frais préliminaires,2117,211,0,,Asset,MAD
Autres frais préliminaires,Frais préliminaires,2118,211,0,,Asset,MAD
Frais d'acquisitition des immobilisations,Charges à répartir sur plusieurs exercices,2121,212,0,,Asset,MAD
Frais d'émission des emprunts,Charges à répartir sur plusieurs exercices,2125,212,0,,Asset,MAD
Autres charges à répartir,Charges à répartir sur plusieurs exercices,2128,212,0,,Asset,MAD
Primes de remboursement des obligations,Primes de remboursement des obligations,2130,213,0,,Asset,MAD
Immobilisation en recherche et développement,Immobilisation en recherche et développement,2210,221,0,,Asset,MAD
"Brevets, marques, droits et valeurs similaires","Brevets, marques, droits et valeurs similaires",2220,222,0,,Asset,MAD
Fonds commercial,Fonds commercial,2230,223,0,,Asset,MAD
Autres immobilisations incorporelles,Autres immobilisations incorporelles,2285,228,0,,Asset,MAD
Terrains nus,Terrains,2311,231,0,,Asset,MAD
Terrains aménagés,Terrains,2312,231,0,,Asset,MAD
Terrains bâtis,Terrains,2313,231,0,,Asset,MAD
Terrains de gisement,Terrains,2314,231,0,,Asset,MAD
Agencements et aménagements de terrains,Terrains,2316,231,0,,Asset,MAD
Autres terrains,Terrains,2318,231,0,,Asset,MAD
Bâtiments,Constructions,2321,232,1,Fixed Asset,Asset,MAD
Constructions sur terrains d'autrui,Constructions,2323,232,0,,Asset,MAD
Ouvrages d'infrastructure,Constructions,2325,232,0,,Asset,MAD
Agencements et aménagements des constructions,Constructions,2327,232,0,,Asset,MAD
Autres constructions,Constructions,2328,232,0,,Asset,MAD
Installations techniques,"Installations techniques, matériel et outillage",2331,233,0,,Asset,MAD
Matériel et outillage,"Installations techniques, matériel et outillage",2332,233,1,Fixed Asset,Asset,MAD
Emballages récupérables identifiables,"Installations techniques, matériel et outillage",2333,233,0,,Asset,MAD
"Autres installations techniques, matériel et outillage","Installations techniques, matériel et outillage",2338,233,0,,Asset,MAD
Matériel de transport,Matériel de transport,2340,234,0,Fixed Asset,Asset,MAD
Mobilier de bureau,"Mobilier, matériel de bureau et aménagements divers",2351,235,0,,Asset,MAD
Matériel de bureau,"Mobilier, matériel de bureau et aménagements divers",2352,235,0,,Asset,MAD
Matériel informatique,"Mobilier, matériel de bureau et aménagements divers",2355,235,0,Fixed Asset,Asset,MAD
"Agencements, installations et aménagements divers (biens n'appartenant pas à l'entreprise)","Mobilier, matériel de bureau et aménagements divers",2356,235,0,,Asset,MAD
"Autres mobilier, matériel de bureau et aménagements divers","Mobilier, matériel de bureau et aménagements divers",2358,235,0,,Asset,MAD
Autres immobilisations corporelles,Autres immobilisations corporelles,2380,238,0,,Asset,MAD
Immobilisations corporelles en cours des terrains et constructions,Immobilisations corporelles en cours,2392,239,0,,Asset,MAD
"Immobilisations corporelles en cours des installations techniques, matériel et outillage",Immobilisations corporelles en cours,2393,239,0,,Asset,MAD
Immobilisations corporelles en cours de matériel de transport,Immobilisations corporelles en cours,2394,239,0,,Asset,MAD
"Immobilisations corporelles en cours de mobilier, matériel de bureau et aménagements divers",Immobilisations corporelles en cours,2395,239,0,,Asset,MAD
Avances et acomptes versés sur commandes d'immobilisations corporelles,Immobilisations corporelles en cours,2397,239,0,,Asset,MAD
Autres immobilisations corporelles en cours,Immobilisations corporelles en cours,2398,239,0,,Asset,MAD
Prêts aux associés,Prêts immobilsés,2415,241,0,,Asset,MAD
Billets de fonds,Prêts immobilsés,2416,241,0,,Asset,MAD
Autres prêts,Prêts immobilsés,2418,241,0,,Asset,MAD
Prêts au personnel,IMMOBILSATIONS FINANCIERES,2441,24_25,0,,Asset,MAD
Titres immobilisés (droits de créance),Autres créances financières,2481,248,1,,Asset,MAD
Créances rattachées à des participations,Autres créances financières,2483,248,0,,Asset,MAD
Dépôts et cautionnements versés,Autres créances financières,2486,248,1,,Asset,MAD
Créances immobilisées,Autres créances financières,2487,248,0,,Asset,MAD
Créances financères diverses,Autres créances financières,2488,248,0,,Asset,MAD
Titres de participation,Titres de participation,2510,251,0,,Asset,MAD
Actions,Autres titres immobilisés,2581,258,0,,Asset,MAD
Titres divers,Autres titres immobilisés,2588,258,0,,Asset,MAD
Diminution des créances immobilisées,Diminution des créances immobilisées,2710,271,0,,Asset,MAD
Augmentation des dettes de financement,Augmentation des dettes de financement,2720,272,0,,Asset,MAD
Amortissements des frais préliminaires,Amortissements des non-valeurs,2811,281,1,,Asset,MAD
Amortissements des charges à répartir,Amortissements des non-valeurs,2812,281,1,,Asset,MAD
Amortissements des primes de remboursement des obligations,Amortissements des non-valeurs,2813,281,1,,Asset,MAD
Amortissements de l'immobilisation en recherche et développement,Amortissements des immobilisations incorporelles,2821,282,0,,Asset,MAD
"Amortissements des brevets, marques, droits et valeurs similaires",Amortissements des immobilisations incorporelles,2822,282,0,,Asset,MAD
Amortissements du fonds commercial,Amortissements des immobilisations incorporelles,2823,282,0,,Asset,MAD
Amortissements des autres immobilisations incorporelles,Amortissements des immobilisations incorporelles,2828,282,0,,Asset,MAD
Amortissements des terrains,Amortissements des immobilisations corporelles,2831,283,1,,Asset,MAD
Amortissements des constructions,Amortissements des immobilisations corporelles,2832,283,1,,Asset,MAD
"Amortissements des installations techniques, matériel et outillage",Amortissements des immobilisations corporelles,2833,283,1,,Asset,MAD
Amortissements du matériel de transport,Amortissements des immobilisations corporelles,2834,283,0,,Asset,MAD
"Amortissements du mobilier, matériel de bureau et aménagements divers",Amortissements des immobilisations corporelles,2835,283,1,,Asset,MAD
Amortissements des autres immobilisations corporelles,Amortissements des immobilisations corporelles,2838,283,0,,Asset,MAD
Provisions pour dépréciation des immobilisations incorporelles,Provisions pour dépréciation des immobilisations incorporelles,2920,292,0,,Asset,MAD
Provisions pour dépréciation des immobilisations corporelles,Provisions pour dépréciation des immobilisations corporelles,2930,293,0,,Asset,MAD
Provisions pour dépréciation des prêts immobilisés,PROVISIONS POUR DEPRECIATION DES IMMOBILISATIONS,2941,29,0,,Asset,MAD
Provisions pour dépréciation des autres créances financières,PROVISIONS POUR DEPRECIATION DES IMMOBILISATIONS,2948,29,0,,Asset,MAD
Provisions pour dépréciation des titres de participation,PROVISIONS POUR DEPRECIATION DES IMMOBILISATIONS,2951,29,0,,Asset,MAD
Provisions pour dépréciation des autres titres immobilisés,PROVISIONS POUR DEPRECIATION DES IMMOBILISATIONS,2958,29,0,,Asset,MAD
Marchandises (groupe A),Marchandises,3111,311,0,Stock,Asset,MAD
Marchandises (groupe B),Marchandises,3112,311,0,,Asset,MAD
Marchandises en cours de route,Marchandises,3116,311,0,,Asset,MAD
Autres marchandises,Marchandises,3118,311,0,,Asset,MAD
Matières premières,Matières et fournitures consommables,3121,312,1,Stock,Asset,MAD
Matières et fournitures consommables,Matières et fournitures consommables,3122,312,1,,Asset,MAD
Emballages,Matières et fournitures consommables,3123,312,1,,Asset,MAD
Matières et fournitures consommables en cours de route,Matières et fournitures consommables,3126,312,0,,Asset,MAD
Autres matières et fournitures consommables,Matières et fournitures consommables,3128,312,0,,Asset,MAD
Biens en cours,Produits en cours,3131,313,1,,Asset,MAD
Services en cours,Produits en cours,3134,313,1,,Asset,MAD
Autres produits en cours,Produits en cours,3138,313,0,,Asset,MAD
Produits intermédiaires,Produits intermédiaires et produits résiduels,3141,314,1,,Asset,MAD
Produits résiduels (ou matières de récupération),Produits intermédiaires et produits résiduels,3145,314,1,,Asset,MAD
Autres produits intermédiaires et produits résiduels,Produits intermédiaires et produits résiduels,3148,314,0,,Asset,MAD
Produits finis (groupe A),Produits finis,3151,315,0,Stock,Asset,MAD
Produits finis (groupe B),Produits finis,3152,315,0,,Asset,MAD
Produits finis en cours de route,Produits finis,3156,315,0,,Asset,MAD
Autres produits finis,Produits finis,3158,315,0,,Asset,MAD
Fournisseurs - avances et acomptes versés sur commandes d'exploitation,"Fournisseurs débiteurs, avances et acomptes",3411,341,0,,Asset,MAD
Fournisseurs - créances pour emballages et matériel à rendre,"Fournisseurs débiteurs, avances et acomptes",3413,341,0,,Asset,MAD
"Rabais, remises et ristournes à obtenir - avoirs non encore reçus","Fournisseurs débiteurs, avances et acomptes",3417,341,0,,Asset,MAD
Autres fournisseurs débiteurs,"Fournisseurs débiteurs, avances et acomptes",3418,341,0,,Asset,MAD
Clients,Clients et comptes rattachés,3421,342,1,Receivable,Asset,MAD
Clients - retenues de garantie,Clients et comptes rattachés,3423,342,0,,Asset,MAD
Clients douteux ou litigieux,Clients et comptes rattachés,3424,342,0,,Asset,MAD
Clients - effets à recevoir,Clients et comptes rattachés,3425,342,0,,Asset,MAD
Clients - factures à établir et créances sur travaux non encore facturés,Clients et comptes rattachés,3427,342,1,,Asset,MAD
Autres clients et comptes rattachés,Clients et comptes rattachés,3428,342,0,,Asset,MAD
Avances et acomptes au personnel,Personnel - débiteur,3431,343,0,,Asset,MAD
Personnel - autres débiteurs,Personnel - débiteur,3438,343,0,,Asset,MAD
Subventions à recevoir,Etat - débiteur,3451,345,1,,Asset,MAD
Acomptes sur impôts sur les résultats,Etat - débiteur,3453,345,0,,Asset,MAD
Etat - TVA récupérable,Etat - débiteur,3455,345,1,Tax,Asset,MAD
Etat - crédit de TVA (suivant déclaration),Etat - débiteur,3456,345,0,,Asset,MAD
Etat - autres comptes débiteurs,Etat - débiteur,3458,345,0,,Asset,MAD
Associés - comptes d'apport en société,Comptes d'associés - débiteurs,3461,346,0,,Asset,MAD
Actionnaires - capital souscrit et appelé non versé,Comptes d'associés - débiteurs,3462,346,0,,Asset,MAD
Comptes courants des associés débiteurs,Comptes d'associés - débiteurs,3463,346,0,,Asset,MAD
Associés - opérations faites en commun,Comptes d'associés - débiteurs,3464,346,0,,Asset,MAD
Créances rattachées aux comptes d'associés,Comptes d'associés - débiteurs,3467,346,0,,Asset,MAD
Autres comptes d'associés débiteurs,Comptes d'associés - débiteurs,3468,346,0,,Asset,MAD
Créances sur cessions d'immobilisations,Autres débiteurs,3481,348,0,,Asset,MAD
Créances sur cessions d'éléments d'actif circulant,Autres débiteurs,3482,348,0,,Asset,MAD
Créances rattachées aux autres débiteurs,Autres débiteurs,3487,348,0,,Asset,MAD
Divers débiteurs,Autres débiteurs,3488,348,0,,Asset,MAD
Charges constatées d'avance,Comptes de régularisation - actif,3491,349,0,,Asset,MAD
Intérêts courus et non échus à percevoir,Comptes de régularisation - actif,3493,349,0,,Asset,MAD
Comptes de répartition périodique des charges,Comptes de régularisation - actif,3495,349,0,,Asset,MAD
Comptes transitoires ou d'attente - débiteurs,Comptes de régularisation - actif,3497,349,0,,Asset,MAD
"Actions, partie libérée",Titres et valeurs de placement,3501,350,0,,Asset,MAD
"Actions, partie non libérée",Titres et valeurs de placement,3502,350,0,,Asset,MAD
Obligations,Titres et valeurs de placement,3504,350,0,,Asset,MAD
Bons de caisse et bons de trésor,Titres et valeurs de placement,3506,350,1,,Asset,MAD
Autres titres et valeurs de placement similaires,Titres et valeurs de placement,3508,350,0,,Asset,MAD
Diminution des créances circulantes,Ecart de conversion - Actif (éléments circulants),3701,370,0,,Asset,MAD
Augmentation des dettes circulantes,Ecart de conversion - Actif (éléments circulants),3702,370,0,,Asset,MAD
Provisions pour dépréciation des marchandises,Provisions pour dépréciation des stocks,3911,391,0,,Asset,MAD
Provisions pour dépréciation des matières et fournitures,Provisions pour dépréciation des stocks,3912,391,0,,Asset,MAD
Provisions pour dépréciation des produits en cours,Provisions pour dépréciation des stocks,3913,391,0,,Asset,MAD
Provisions pour dépréciation des produits intermédiaires,Provisions pour dépréciation des stocks,3914,391,0,,Asset,MAD
Provisions pour dépréciation des produits finis,Provisions pour dépréciation des stocks,3915,391,0,,Asset,MAD
"Provisions pour dépréciation - fournisseurs débiteurs, avances et acomptes",Provisions pour dépréciation des créances de l'actif circulant,3941,394,0,,Asset,MAD
Provisions pour dépréciation des clients et comptes rattachés,Provisions pour dépréciation des créances de l'actif circulant,3942,394,0,,Asset,MAD
Provisions pour dépréciation du personnel - débiteur,Provisions pour dépréciation des créances de l'actif circulant,3943,394,0,,Asset,MAD
Provisions pour dépréciation des comptes d'associés débiteurs,Provisions pour dépréciation des créances de l'actif circulant,3946,394,0,,Asset,MAD
Provisions pour dépréciation des autres débiteurs,Provisions pour dépréciation des créances de l'actif circulant,3948,394,0,,Asset,MAD
Provisions pour dépréciation des titres et valeurs de placement,Provisions pour dépréciation des titres et valeurs de placement,3950,395,0,,Asset,MAD
Fournisseurs,Fournisseurs et comptes rattachés,4411,441,1,Payable,Liability,MAD
Fournisseurs - retenues de garantie,Fournisseurs et comptes rattachés,4413,441,0,,Liability,MAD
Fournisseurs - effets à payer,Fournisseurs et comptes rattachés,4415,441,0,,Liability,MAD
Fournisseurs - factures non parvenues,Fournisseurs et comptes rattachés,4417,441,0,,Liability,MAD
Autres fournisseurs et comptes rattachés,Fournisseurs et comptes rattachés,4418,441,0,,Liability,MAD
Clients - avances et acomptes reçus sur commandes en cours,"Clients créditeurs, avances et acomptes",4421,442,0,,Liability,MAD
Clients - dettes pour emballages et matériel consignés,"Clients créditeurs, avances et acomptes",4425,442,0,,Liability,MAD
"Rabais, remises et ristournes à accorder - avoirs à établir","Clients créditeurs, avances et acomptes",4427,442,0,,Liability,MAD
Autres clients créditeurs,"Clients créditeurs, avances et acomptes",4428,442,0,,Liability,MAD
Rémunérations dues au personnel,Personnel - créditeur,4432,443,0,,Liability,MAD
Dépôts du personnel créditeurs,Personnel - créditeur,4433,443,0,,Liability,MAD
Oppositions sur salaires,Personnel - créditeur,4434,443,0,,Liability,MAD
Charges du personnel à payer,Personnel - créditeur,4437,443,0,,Liability,MAD
Personnel - autres créditeurs,Personnel - créditeur,4438,443,0,,Liability,MAD
Caisse Nationale de la Sécurité Sociale,Organismes sociaux,4441,444,0,,Liability,MAD
Caisses de retraite,Organismes sociaux,4443,444,0,,Liability,MAD
Mutuelles,Organismes sociaux,4445,444,0,,Liability,MAD
Charges sociales à payer,Organismes sociaux,4447,444,0,,Liability,MAD
Autres organismes sociaux,Organismes sociaux,4448,444,0,,Liability,MAD
"Etat Impôts, taxes et assimilés",Etat - créditeur,4452,445,1,,Liability,MAD
"Etat, impôts sur les résultats",Etat - créditeur,4453,445,0,,Liability,MAD
"Etat, TVA facturée",Etat - créditeur,4455,445,0,Tax,Liability,MAD
"Etat, TVA due (suivant déclarations)",Etat - créditeur,4456,445,0,,Liability,MAD
"Etat, impôts et taxes à payer",Etat - créditeur,4457,445,0,,Liability,MAD
Etat - autres comptes créditeurs,Etat - créditeur,4458,445,0,,Liability,MAD
Associés - capital à rembourser,Comptes d'associés - créditeurs,4461,446,0,,Liability,MAD
Associés - versements reçus sur augmentation de capital,Comptes d'associés - créditeurs,4462,446,0,,Liability,MAD
Comptes courants des associés créditeurs,Comptes d'associés - créditeurs,4463,446,0,,Liability,MAD
Associés - opérations faites en commun,Comptes d'associés - créditeurs,4464,446,0,,Liability,MAD
Associés - dividendes à payer,Comptes d'associés - créditeurs,4465,446,0,,Liability,MAD
Autres comptes d'associés - créditeurs,Comptes d'associés - créditeurs,4468,446,0,,Liability,MAD
Dettes sur acquisitions d'immobilisations,Autres créanciers,4481,448,0,,Liability,MAD
Dettes sur acquisitions de titres et valeurs de placement,Autres créanciers,4483,448,0,,Liability,MAD
Obligations échues à rembourser,Autres créanciers,4484,448,0,,Liability,MAD
"Obligations, coupons à payer",Autres créanciers,4485,448,0,,Liability,MAD
Dettes rattachées aux autres créanciers,Autres créanciers,4487,448,0,,Liability,MAD
Divers créanciers,Autres créanciers,4488,448,0,,Liability,MAD
Produits constatés d'avance,Comptes de régularisation - passif,4491,449,0,,Liability,MAD
Intérêts courus et non échus à payer,Comptes de régularisation - passif,4493,449,0,,Liability,MAD
Comptes de répartition périodique des produits,Comptes de régularisation - passif,4495,449,0,,Liability,MAD
Comptes transitoires ou d'attente - créditeurs,Comptes de régularisation - passif,4497,449,0,,Liability,MAD
Provisions pour litiges,Autres provisions pour risques et charges,4501,450,0,,Liability,MAD
Provisions pour garanties données aux clients,Autres provisions pour risques et charges,4502,450,0,,Liability,MAD
"Provisions pour amendes, doubles droits et pénalités",Autres provisions pour risques et charges,4505,450,0,,Liability,MAD
Provisions pour pertes de change,Autres provisions pour risques et charges,4506,450,0,,Liability,MAD
Provisions pour impôts,Autres provisions pour risques et charges,4507,450,0,,Liability,MAD
Autres provisions pour risques et charges,Autres provisions pour risques et charges,4508,450,0,,Liability,MAD
Augmentation des créances circulantes,Ecarts de conversion - passif (Eléments circulants),4701,470,0,,Liability,MAD
Diminution des dettes circulantes,Ecarts de conversion - passif (Eléments circulants),4702,470,0,,Liability,MAD
Chèques à encaisser ou à l'encaissement,Chèques et valeurs à encaisser,5111,511,1,Cash,Asset,MAD
Effets à encaisser ou à l'encaissement,Chèques et valeurs à encaisser,5113,511,1,,Asset,MAD
Virement de fonds,Chèques et valeurs à encaisser,5115,511,0,,Asset,MAD
Autres valeurs à encaisser,Chèques et valeurs à encaisser,5118,511,0,,Asset,MAD
Banques (solde débiteur),"Banques, Trésorerie Générale et chèques postaux débiteurs",5141,514,0,Bank,Asset,MAD
Trésorerie Générale,"Banques, Trésorerie Générale et chèques postaux débiteurs",5143,514,0,,Asset,MAD
Chèques postaux,"Banques, Trésorerie Générale et chèques postaux débiteurs",5146,514,0,,Asset,MAD
Autres établissements financiers et assimilés (soldes débiteurs),"Banques, Trésorerie Générale et chèques postaux débiteurs",5148,514,0,,Asset,MAD
Caisses,"Caisses, régies d'avances et accréditifs",5161,516,1,Cash,Asset,MAD
Régies d'avances et accréditifs,"Caisses, régies d'avances et accréditifs",5165,516,0,,Asset,MAD
Crédits d'escompte,Crédits d'escompte,5520,552,0,,Liability,MAD
Crédits de trésorerie,Crédits de trésorerie,5530,553,0,,Liability,MAD
Banques (solde créditeur),Banques (solde créditeur),5541,554,0,,Liability,MAD
Autres établissements financiers et assimilés (soldes créditeurs),Banques (solde créditeur),5548,554,0,,Liability,MAD
Provisions pour dépréciation des comptes de trésorerie,Provisions pour dépréciation des comptes de trésorerie,5900,590,0,,Liability,MAD
"Achats de marchandises ""groupe A""",Achats revendus de marchandises,6111,611,0,,Expense,MAD
"Achats de marchandises ""groupe B""",Achats revendus de marchandises,6112,611,0,,Expense,MAD
Variation de stocks de marchandises,Achats revendus de marchandises,6114,611,0,,Expense,MAD
Achats revendus de marchandises des exercices antérieurs,Achats revendus de marchandises,6118,611,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats de marchandises",Achats revendus de marchandises,6119,611,0,,Expense,MAD
Achats de matières premières,Achats consommés de matières et fournitures,6121,612,1,,Expense,MAD
Achats de matières et fournitures consommables,Achats consommés de matières et fournitures,6122,612,1,,Expense,MAD
Achats d'emballages,Achats consommés de matières et fournitures,6123,612,1,,Expense,MAD
Variation des stocks de matières et fournitures,Achats consommés de matières et fournitures,6124,612,1,,Expense,MAD
Achats non stockés de matières et fournitures,Achats consommés de matières et fournitures,6125,612,1,,Expense,MAD
"Achats de travaux, études et prestations de service",Achats consommés de matières et fournitures,6126,612,1,,Expense,MAD
Achats de matières et de fournitures des exercices antérieurs,Achats consommés de matières et fournitures,6128,612,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",Achats consommés de matières et fournitures,6129,612,1,,Expense,MAD
Locations et charges locatives,CHARGES D'EXPLOITATION,6131,61,1,,Expense,MAD
Redevances de crédit-bail,CHARGES D'EXPLOITATION,6132,61,1,,Expense,MAD
Entretien et réparations,CHARGES D'EXPLOITATION,6133,61,1,,Expense,MAD
Primes d'assurances,CHARGES D'EXPLOITATION,6134,61,1,,Expense,MAD
Rémunérations du personnel extérieur à l'entreprise,CHARGES D'EXPLOITATION,6135,61,1,,Expense,MAD
Rémunérations d'intermédiaires et honoraires,CHARGES D'EXPLOITATION,6136,61,1,,Expense,MAD
"Redevances pour brevets, marques, droits et valeurs similaires",CHARGES D'EXPLOITATION,6137,61,1,,Expense,MAD
"Etudes, recherches et documentation",CHARGES D'EXPLOITATION,6141,61,1,,Expense,MAD
Transports,CHARGES D'EXPLOITATION,6142,61,1,,Expense,MAD
"Déplacements, missions et réceptions",CHARGES D'EXPLOITATION,6143,61,1,,Expense,MAD
"Publicité, publications et relations publiques",CHARGES D'EXPLOITATION,6144,61,1,,Expense,MAD
Frais postaus et frais de télécommunications,CHARGES D'EXPLOITATION,6145,61,1,,Expense,MAD
Cotisations et dons,CHARGES D'EXPLOITATION,6146,61,1,,Expense,MAD
Services bancaires,CHARGES D'EXPLOITATION,6147,61,1,,Expense,MAD
Autres charges externes des exercices antérieurs,CHARGES D'EXPLOITATION,6148,61,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur autres charges externes",CHARGES D'EXPLOITATION,6149,61,0,,Expense,MAD
Impôts et taxes directs,Impôts et taxes,6161,616,1,Tax,Expense,MAD
Impôts et taxes directs,Impôts et taxes,6165,616,0,Tax,Expense,MAD
"Impôts, taxes et droits assimilés",Impôts et taxes,6167,616,1,Tax,Expense,MAD
Impôts et taxes des exercices antérieurs,Impôts et taxes,6168,616,0,,Expense,MAD
Rémunérations du personnel,Charges de personnel,6171,617,1,,Expense,MAD
Charges sociales,Charges de personnel,6174,617,1,,Expense,MAD
Charges sociales diverses,Charges de personnel,6176,617,1,,Expense,MAD
Rémunération de l'exploitant,Charges de personnel,6177,617,1,,Expense,MAD
